Account Number,Loyalty_Score,bonus_usage_score,Total_Score,Final_Score_Percentage,Customer_Tier,CUSTOMER_TYPE
1007537,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007538,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007539,10.0,15,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007540,10.0,10,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007541,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007542,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007543,5.0,15,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007544,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007545,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007546,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007547,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007548,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007549,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007550,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007551,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007552,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007553,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007554,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007555,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007556,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007557,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007558,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007559,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007560,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007561,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007562,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007563,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007564,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007565,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007566,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007567,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007568,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007569,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007570,10.0,10,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007571,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007572,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007573,5.0,20,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007574,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007575,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007576,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007577,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007578,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007579,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007580,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007581,10.0,15,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007582,5.0,15,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007583,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007584,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007585,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007586,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007587,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007588,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007589,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007590,10.0,10,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007591,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007592,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007593,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007594,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007595,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007596,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007597,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007598,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007599,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007600,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007601,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007602,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007603,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007604,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007605,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007606,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007607,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007608,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007609,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007610,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007611,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007612,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007613,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007614,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007615,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007616,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007617,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007618,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007619,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007620,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007621,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007622,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007623,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007624,10.0,10,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007625,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007626,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007627,10.0,10,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007628,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007629,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007630,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007631,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007632,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007633,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007634,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007635,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007636,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007637,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007638,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007639,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007640,15.0,10,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007641,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007642,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007643,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007644,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007645,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007646,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007647,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007648,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007649,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007650,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007651,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007652,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007653,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007654,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007655,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007656,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007657,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007658,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007659,10.0,10,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007660,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007661,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007662,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007663,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007664,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007665,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007666,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007667,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007668,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007669,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007670,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007671,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007672,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007673,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007674,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007675,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007676,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007677,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007678,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007679,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007680,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007681,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007682,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007683,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007684,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007685,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007686,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007687,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007688,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007689,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007690,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007691,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007692,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007693,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007694,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007695,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007696,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Corporate
1007697,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007698,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007699,5.0,15,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007700,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007701,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007702,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007703,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007704,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007705,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007706,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007707,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007708,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007709,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007710,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007711,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007712,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007713,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007714,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007715,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007716,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007717,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007718,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007719,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007720,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007721,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007722,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007723,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007724,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007725,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007726,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007727,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007728,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007729,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007730,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007731,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007732,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007733,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007734,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007735,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007736,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007737,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007738,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007739,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007740,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007741,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007742,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007743,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007744,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007745,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007746,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007747,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007748,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007749,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007750,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007751,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007752,5.0,5,10.0,25.0,Tier 4 Priority Service + Incentives,Retail
1007753,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007754,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007755,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007756,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007757,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007758,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007759,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007760,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007761,5.0,15,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007762,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007763,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007764,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Corporate
1007765,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007766,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007767,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007768,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007769,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007770,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007771,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007772,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007773,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007774,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007775,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007776,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007777,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007778,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007779,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007780,10.0,15,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007781,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007782,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007783,5.0,20,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007784,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007785,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007786,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007787,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007788,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007789,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007790,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007791,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007792,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007793,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007794,15.0,10,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007795,20.0,20,40.0,100.0,Tier 1 Priority Service,Retail
1007796,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007797,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007798,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007799,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007800,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007801,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007802,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007803,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007804,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007805,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007806,20.0,20,40.0,100.0,Tier 1 Priority Service,Retail
1007807,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007808,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007809,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007810,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007811,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007812,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007813,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007814,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007815,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007816,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007817,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007818,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007819,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007820,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007821,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007822,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007823,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007824,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007825,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007826,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007827,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007828,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007829,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007830,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007831,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007832,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007833,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007834,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007835,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007836,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007837,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007838,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007839,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007840,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007841,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007842,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007843,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007844,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007845,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007846,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007847,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007848,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007849,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007850,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007851,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007852,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007853,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007854,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007855,10.0,10,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007856,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007857,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007858,10.0,10,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007859,20.0,20,40.0,100.0,Tier 1 Priority Service,Retail
1007860,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007861,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007862,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007863,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007864,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1007865,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007866,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007867,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007868,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007869,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007870,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007871,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007872,10.0,10,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007873,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007874,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007875,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007876,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007877,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007878,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007879,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1007880,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007881,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007882,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007883,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007884,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007885,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007886,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007887,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1007888,10.0,15,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007889,10.0,10,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007890,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1007891,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007892,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1007893,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
